NIK,Kepala_Keluarga,Alamat_Email,Usia,Tingkat_Pendidikan,Pekerjaan,Jumlah_Tanggungan,Lokasi,Pengalaman_Kerja,Status_Pernikahan,Status_Pekerjaan,Jumlah_Anggota_Rumah_Tangga,Status_Kepemilikan_Rumah,Jenis_Perkonomian,Jenis_Kelamin,Transportasi_Utama,Pendapatan
8960696626695358,Vina Ria Nafian,vina.ria.@icloud.com,35.0,Doktor,Kesehatan,3.0,Urban,46.0,Lajang,Part-time,7.0,Milik Sendiri,Apartemen,Perempuan,Transportasi Umum,72912.0
5978800856158709,Made Krisna Firmansyah,made.krisna@hotmail.com,46.0,Sarjana,Teknologi,3.0,Rural,12.0,Menikah,Full-time,7.0,Sewa,Apartemen,Perempuan,Bersepeda,45039.21244726681
3224355595356593,Made Yulia Utomo,made.yulia96@yahoo.com,61.0,Magister,Keuangan,2.0,Urban,50.0,Lajang,Part-time,7.0,Sewa,Apartemen,Perempuan,Bersepeda,7838336.0
1742835823085695,Hanif Gusti Mawardi,hanif.gusti@outlook.com,27.0,Sarjana,Kesehatan,5.0,Urban,21.0,Menikah,Self-employed,3.0,Milik Sendiri,Rumah Tinggal,Perempuan,Mobil,71010.0
6377391799688923,Uli Damar Cahyana,uli.damar23_@gmail.com,34.0,Sarjana,Teknologi,1.0,Urban,26.0,Lajang,Full-time,,Milik Sendiri,Rumah Tinggal,Perempuan,Transportasi Umum,67588.0
1305572644539958,Oka Prasetyo Eka Rachma,oka.prasetyo60.@hotmail.com,18.0,Sarjana,Keuangan,1.0,Urban,29.0,Lajang,Full-time,1.0,Milik Sendiri,Rumah Susun,Perempuan,Bersepeda,5641383.0
1512101833455555,Dewi Yoga Tunggul,dewi.yoga44-@yahoo.com,24.0,Magister,Pendidikan,5.0,Suburban,6.0,Lajang,Part-time,3.0,Sewa,Apartemen,Perempuan,Bersepeda,77219.0
6408781748696754,Lia Joko Bagus,lia.joko64@yahoo.com,51.0,Magister,Lainnya,3.0,Urban,25.0,Menikah,Full-time,1.0,Sewa,Rumah Susun,Laki-Laki,Mobil,3075986.0
7068379052914423,Zani Krisna Ibrahim,zani.krisna26@outlook.com,66.0,Doktor,Keuangan,1.0,Urban,48.0,Menikah,Full-time,3.0,Sewa,Rumah Tinggal,Perempuan,Transportasi Umum,909060.0
2444892118886212,Budi Irfan Mawardi,budi.irfan31@hotmail.com,51.0,Sarjana,Kesehatan,3.0,,15.0,Lajang,Full-time,5.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Bersepeda,71394.0
4832700564697643,Fadli Naura Mawardi,fadli.naura21@outlook.com,19.0,Sarjana,Lainnya,1.0,Urban,7.0,Menikah,Part-time,7.0,Milik Sendiri,Apartemen,Laki-Laki,Transportasi Umum,302333.0
7614598982336153,Kartika Widodo Indrianto,kartika.widodo@gmail.com,58.0,SMA,Keuangan,5.0,Suburban,23.0,Lajang,Part-time,6.0,Milik Sendiri,Rumah Susun,Laki-Laki,Transportasi Umum,72846.0
2898978023313244,Aira Taufik Rahayu,aira.taufik97@outlook.com,53.0,Sarjana,Pendidikan,5.0,Urban,8.0,Bercerai,Full-time,1.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Bersepeda,1384436.0
4656284448145650,Tegar Xena Zulkarnaen,tegar.xena26@icloud.com,70.0,Sarjana,Pendidikan,0.0,Suburban,,Menikah,Part-time,3.0,Sewa,Apartemen,Laki-Laki,Bersepeda,66492.0
9334242688777072,Lia Indah Fajar,lia.indah88@outlook.com,49.0,Sarjana,Kesehatan,1.0,Urban,47.0,Lajang,Part-time,1.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Transportasi Umum,70272.0
1847667296465223,Rima Sulis Santoso,rima.sulis_@hotmail.com,69.0,SMA,Lainnya,0.0,Suburban,21.0,Menikah,Full-time,4.0,Milik Sendiri,Apartemen,Laki-Laki,Transportasi Umum,2567436.0
3245612179446828,Sari Zainal Abdurrahman,sari.zainal52@gmail.com,43.0,SMA,Keuangan,3.0,Urban,10.0,Lajang,Full-time,7.0,Sewa,Rumah Susun,Perempuan,Transportasi Umum,2018408.0
3582580971811892,Ovi Satrio Purnama,ovi.satrio14@gmail.com,38.0,Magister,Teknologi,3.0,Urban,11.0,Lajang,Self-employed,3.0,Sewa,Rumah Tinggal,Perempuan,Jalan Kaki,68396.0
8940175036302574,Dila Pandu Safitri,dila.pandu28@gmail.com,,Doktor,Kesehatan,5.0,Urban,39.0,Menikah,Part-time,4.0,Sewa,Rumah Tinggal,Perempuan,Bersepeda,70144.0
6938193907791842,Dewi Damar Yusman,dewi.damar@outlook.com,58.0,Sarjana,Keuangan,2.0,Rural,42.0,Lajang,Part-time,2.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Transportasi Umum,73296.0
5467590327928444,Budi Jihan Santoso,budi.jihan@hotmail.com,40.0,Sarjana,Teknologi,4.0,,41.0,Menikah,Full-time,,Milik Sendiri,Apartemen,Perempuan,Mobil,67280.0
7248678935220486,Eko Candra Basuki,eko.candra93-@yahoo.com,37.0,Sarjana,Teknologi,1.0,Urban,11.0,Menikah,Self-employed,7.0,Sewa,Rumah Tinggal,Perempuan,Mobil,65528.0
1085892992654865,Tara Feri Pangestu,tara.feri@hotmail.com,66.0,Doktor,Pendidikan,0.0,Urban,46.0,Bercerai,Full-time,2.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Bersepeda,58613.0
9404675182219112,Wahyu Abdurrahman Safitri,wahyu.abdurrahman@gmail.com,57.0,Magister,Teknologi,0.0,Urban,5.0,Menikah,Full-time,6.0,Milik Sendiri,Rumah Tinggal,Perempuan,Mobil,73638.0
2316750435913199,Dila Ajeng Setiawan,dila.ajeng29@outlook.com,35.0,Sarjana,Kesehatan,2.0,Urban,38.0,Bercerai,Full-time,6.0,Milik Sendiri,Apartemen,Perempuan,Transportasi Umum,65978.0
3616932556695675,Jali Irfan Safitri,jali.irfan@yahoo.com,47.0,Magister,Teknologi,3.0,Suburban,45.0,Bercerai,Part-time,3.0,,Rumah Tinggal,Laki-Laki,Transportasi Umum,78578.99651932849
1068891811140541,Zani Manaf Dwianto,zani.manaf_@outlook.com,53.0,SMA,Keuangan,2.0,Urban,7.0,Lajang,Full-time,4.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Jalan Kaki,66044.0
1552063243421549,Miko Naura Yuliani,miko.naura39@gmail.com,,Sarjana,Teknologi,3.0,Urban,28.0,Menikah,Part-time,3.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,,67256.0
4924519079501678,Wulan Eka Darmawan,wulan.eka20@hotmail.com,38.0,Magister,Keuangan,5.0,Urban,43.0,Menikah,Full-time,5.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Transportasi Umum,291614.0
5115177497616448,Budi Bela Cahyana,budi.bela58@yahoo.com,48.0,SMA,Pendidikan,5.0,Urban,48.0,Lajang,Self-employed,2.0,Milik Sendiri,Rumah Tinggal,Perempuan,Bersepeda,70446.0
9247988471603692,Aira Satrio Zara,aira.satrio20@gmail.com,52.0,Sarjana,Teknologi,5.0,,41.0,Menikah,Self-employed,3.0,Milik Sendiri,Apartemen,Perempuan,Bersepeda,69606.0
5524678697929843,Made Sulis Kurniawan,made.sulis_@yahoo.com,50.0,Magister,Teknologi,3.0,Urban,28.0,Lajang,Full-time,7.0,Milik Sendiri,Apartemen,Laki-Laki,Jalan Kaki,67924.0
8478166906483124,Indra Ery Abdurrahman,indra.ery@yahoo.com,35.0,SMA,Pendidikan,4.0,Urban,18.0,Menikah,Full-time,6.0,Milik Sendiri,Apartemen,Laki-Laki,Mobil,742524.0
7105210536471165,Galang Fitria Purnama,galang.fitria@outlook.com,20.0,Sarjana,Keuangan,5.0,Urban,,Menikah,Part-time,5.0,Milik Sendiri,Rumah Tinggal,Perempuan,Mobil,66648.0
1286563816444885,Andi Irfan Dimas,andi.irfan@gmail.com,45.0,Magister,Pendidikan,4.0,Urban,,Menikah,Part-time,3.0,Milik Sendiri,Rumah Tinggal,Perempuan,Mobil,69986.0
2165843288854511,Jaka Kencana Wijaya,jaka.kencana89@gmail.com,27.0,Sarjana,Keuangan,5.0,Rural,31.0,Lajang,Self-employed,2.0,Milik Sendiri,Apartemen,Laki-Laki,Jalan Kaki,67390.0
1242486893188090,Dila Citra Fajar,dila.citra@yahoo.com,34.0,SMA,Pendidikan,1.0,,38.0,Lajang,Part-time,7.0,Milik Sendiri,Apartemen,Laki-Laki,Mobil,1224881.0
5706266596052553,Wulan Langgeng Mulyadi,wulan.langgeng77-@outlook.com,57.0,SMA,Kesehatan,3.0,Urban,48.0,Menikah,Full-time,4.0,Milik Sendiri,Rumah Susun,Laki-Laki,Transportasi Umum,73216.0
9577309474674557,Faiz Ajeng Purnama,faiz.ajeng.@outlook.com,55.0,,Lainnya,5.0,Urban,20.0,Menikah,Full-time,2.0,Milik Sendiri,Rumah Tinggal,Perempuan,Transportasi Umum,69942.0
8776023716161960,Wahyu Krisna Hidayat,wahyu.krisna@gmail.com,33.0,SMA,,2.0,Urban,23.0,Menikah,Part-time,1.0,Milik Sendiri,Rumah Tinggal,Perempuan,Bersepeda,5301106.0
4849841915342127,Tara Manaf Hidayat,tara.manaf@outlook.com,57.0,Magister,Keuangan,3.0,Suburban,13.0,Bercerai,Part-time,1.0,Sewa,Apartemen,Perempuan,Bersepeda,146119.0
3575011277988910,Eko Taufik Abdurrahman,eko.taufik18@hotmail.com,,SMA,Lainnya,0.0,Suburban,18.0,Menikah,Part-time,4.0,Sewa,Rumah Tinggal,Perempuan,Transportasi Umum,74488.0
1984827534142539,Zani Rafi Santoso,zani.rafi-@yahoo.com,22.0,Doktor,Kesehatan,1.0,Urban,41.0,Menikah,Full-time,,Milik Sendiri,Rumah Tinggal,Perempuan,Transportasi Umum,72492.0
1379335933459797,Hana Raharja Utomo,hana.raharja@yahoo.com,60.0,Magister,,2.0,Urban,47.0,Lajang,Part-time,5.0,Sewa,Rumah Tinggal,Laki-Laki,Mobil,2691300.0
1143765610496891,Galang Indah Fajar,galang.indah36@gmail.com,67.0,,Pendidikan,2.0,Rural,44.0,Menikah,Part-time,5.0,Milik Sendiri,Rumah Susun,Laki-Laki,,297075.0
2866011642005685,Uli Zainal Setiawan,uli.zainal64@outlook.com,34.0,Magister,Keuangan,2.0,Suburban,17.0,Lajang,Full-time,7.0,Milik Sendiri,Rumah Susun,Perempuan,Transportasi Umum,2454803.0
2427842253810430,Uli Damar Ekasari,uli.damar@icloud.com,57.0,Magister,Teknologi,3.0,Urban,13.0,Lajang,Full-time,5.0,Milik Sendiri,Rumah Susun,Perempuan,Mobil,65802.0
5199680443958767,Hana Naura Anwar,hana.naura74@outlook.com,34.0,SMA,Teknologi,2.0,Suburban,36.0,Menikah,Full-time,2.0,Milik Sendiri,Apartemen,Laki-Laki,Mobil,74188.0
4801578138709026,Imam Ulan Santoso,imam.ulan@icloud.com,64.0,SMA,Lainnya,4.0,Urban,48.0,Menikah,Part-time,5.0,Sewa,Apartemen,Laki-Laki,Bersepeda,74950.0
2986333678206242,Faiz Feri Anwar,faiz.feri@outlook.com,34.0,SMA,Lainnya,1.0,Suburban,2.0,Bercerai,Full-time,6.0,Sewa,Apartemen,Laki-Laki,Transportasi Umum,
1425519615463378,Qiana Widodo Lesmana,qiana.widodo48@yahoo.com,20.0,Sarjana,Teknologi,0.0,Urban,1.0,Menikah,Full-time,,Sewa,Apartemen,Laki-Laki,Transportasi Umum,2397608.0
5965251274091233,Fadli Hadi Pangestu,fadli.hadi48-@yahoo.com,51.0,Magister,Kesehatan,2.0,Urban,37.0,Bercerai,Full-time,1.0,Sewa,Rumah Tinggal,Perempuan,Mobil,68210.0
3334800386115212,Hanif Eka Rahayu,hanif.eka92@outlook.com,45.0,Sarjana,,1.0,Urban,2.0,Menikah,Part-time,7.0,Sewa,Rumah Susun,Perempuan,Bersepeda,66061.0
4121857351062222,Qiana Widodo Cahyana,qiana.widodo12.@outlook.com,28.0,SMA,Lainnya,2.0,Suburban,50.0,Lajang,Full-time,7.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Mobil,71868.0
4772066341149701,Nur Aditya Ibrahim,nur.aditya_@yahoo.com,22.0,Sarjana,Teknologi,2.0,Urban,41.0,Menikah,Full-time,5.0,Sewa,Rumah Tinggal,Perempuan,Bersepeda,75100.0
9618372144797897,Ika Gendis Jatmiko,ika.gendis@gmail.com,51.0,Magister,Kesehatan,3.0,,17.0,Menikah,Full-time,3.0,Sewa,Rumah Tinggal,Perempuan,,930758.0
6395528965056403,Dewi Raharja Widodo,dewi.raharja43@outlook.com,57.0,SMA,Kesehatan,4.0,Suburban,48.0,Menikah,Full-time,3.0,Sewa,Rumah Tinggal,Perempuan,Mobil,1053161.0
8404083390229549,Wahyu Sulis Alfi,wahyu.sulis.@yahoo.com,34.0,Sarjana,Teknologi,4.0,,44.0,Menikah,Part-time,6.0,Milik Sendiri,Apartemen,Perempuan,Mobil,75174.0
9549166176450451,Tara Prasetyo Wijaya,tara.prasetyo-@icloud.com,41.0,SMA,Lainnya,1.0,Urban,44.0,Menikah,Self-employed,7.0,Milik Sendiri,Apartemen,Laki-Laki,Transportasi Umum,71380.0
9208459841073555,Bima Indah Bagus,bima.indah@hotmail.com,24.0,Magister,Pendidikan,1.0,Urban,30.0,Lajang,Part-time,6.0,Sewa,Rumah Susun,Laki-Laki,Mobil,3102009.0
2619252800401872,Vina Hadi Bagus,vina.hadi@outlook.com,32.0,Sarjana,Kesehatan,5.0,Urban,21.0,Menikah,Part-time,,Milik Sendiri,Rumah Tinggal,Laki-Laki,Transportasi Umum,71710.0
5319701691802722,Hana Zainal Dwianto,hana.zainal53@gmail.com,60.0,Magister,Pendidikan,4.0,Suburban,17.0,Menikah,Self-employed,5.0,Sewa,Rumah Susun,Perempuan,Jalan Kaki,6578778.0
5471600275872771,Jali Widi Hidayat,jali.widi87_@yahoo.com,20.0,Sarjana,Pendidikan,2.0,Rural,43.0,Lajang,Part-time,4.0,Sewa,Rumah Tinggal,Perempuan,Jalan Kaki,60317.55458769294
2537032339006705,Agus Mahmud Eka Rachma,agus.mahmud49@yahoo.com,45.0,Sarjana,Kesehatan,3.0,Urban,21.0,Lajang,Part-time,5.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Mobil,72406.0
8394745334164927,Zani Eka Indrianto,zani.eka59@gmail.com,54.0,SMA,Pendidikan,2.0,Urban,35.0,Lajang,Part-time,2.0,Sewa,Rumah Tinggal,Perempuan,Transportasi Umum,74500.0
4646875864180236,Rima Joko Setiawan,rima.joko-@icloud.com,,Sarjana,Teknologi,0.0,Urban,20.0,Menikah,Part-time,2.0,Sewa,Apartemen,Perempuan,Bersepeda,117874.0
8494624959615534,Ela Tirta Firmansyah,ela.tirta@outlook.com,70.0,Sarjana,Pendidikan,5.0,Rural,12.0,Menikah,Full-time,5.0,Milik Sendiri,Apartemen,Perempuan,Jalan Kaki,73538.0
8184909701759550,Tegar Ery Nafian,tegar.ery@gmail.com,55.0,Sarjana,Pendidikan,1.0,Rural,2.0,Lajang,Full-time,3.0,Sewa,Rumah Tinggal,Laki-Laki,Mobil,1092686.0
8431915725284104,Galang Zainal Cahyana,galang.zainal70-@icloud.com,67.0,SMA,Pendidikan,3.0,Rural,5.0,Menikah,Full-time,5.0,Milik Sendiri,Rumah Tinggal,Perempuan,Bersepeda,71366.0
7992842353317663,Nur Oktaviani Zara,nur.oktaviani30@gmail.com,59.0,Magister,Teknologi,0.0,Urban,7.0,Menikah,Full-time,5.0,Milik Sendiri,Apartemen,Laki-Laki,Transportasi Umum,66654.0
1529893320615559,Eko Xena Kurniawan,eko.xena@outlook.com,34.0,Magister,,5.0,Urban,2.0,Bercerai,Part-time,5.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Transportasi Umum,66861.72126629086
1876297713044722,Oka Indah Jatmiko,oka.indah53_@icloud.com,20.0,Magister,Teknologi,5.0,,0.0,Menikah,Full-time,7.0,Milik Sendiri,Rumah Susun,Laki-Laki,Mobil,594770.0
9403663481164758,Siska Prasetyo Utomo,siska.prasetyo31.@gmail.com,55.0,Magister,Teknologi,4.0,Urban,8.0,Menikah,Full-time,6.0,Milik Sendiri,Apartemen,Perempuan,Mobil,65016.0
1501505123654415,Jali Indah Purnama,jali.indah30@gmail.com,60.0,SMA,Pendidikan,2.0,Urban,7.0,Menikah,Full-time,2.0,Milik Sendiri,Apartemen,Perempuan,Transportasi Umum,
5382917708467611,Ovi Pandu Fajar,ovi.pandu@gmail.com,70.0,Sarjana,Teknologi,1.0,Urban,49.0,Lajang,Part-time,1.0,Sewa,Apartemen,Laki-Laki,Mobil,1321814.0
3029847509678354,Sari Widodo Laksana,sari.widodo-@icloud.com,40.0,Magister,Pendidikan,5.0,Urban,23.0,Menikah,Full-time,6.0,Milik Sendiri,Rumah Tinggal,Perempuan,Mobil,65844.0
1180235460834293,Bima Jihan Cahyo,bima.jihan78.@hotmail.com,38.0,,Keuangan,0.0,,21.0,Menikah,Full-time,3.0,Sewa,Apartemen,Laki-Laki,Transportasi Umum,6932100.0
8239282924145269,Tegar Zita Nafian,tegar.zita39_@gmail.com,58.0,Sarjana,Kesehatan,0.0,Urban,39.0,Bercerai,Full-time,6.0,Sewa,Rumah Susun,Perempuan,Jalan Kaki,64938.0
8215258393522577,Ika Jihan Cahyo,ika.jihan38.@outlook.com,18.0,Sarjana,Teknologi,2.0,Urban,49.0,Menikah,Self-employed,,Milik Sendiri,Rumah Tinggal,Perempuan,Mobil,1400742.0
9242711879467635,Sari Abdurrahman Abdurrahman,sari.abdurrahman76@gmail.com,20.0,Sarjana,Kesehatan,0.0,Urban,27.0,Lajang,Self-employed,6.0,Milik Sendiri,Apartemen,Laki-Laki,Mobil,69144.0
4963927200396111,Nur Manaf Mulyadi,nur.manaf83_@icloud.com,63.0,Sarjana,Kesehatan,5.0,Rural,,Menikah,Self-employed,,Milik Sendiri,Rumah Tinggal,Perempuan,Mobil,65850.0
3784581064498287,Lestari Dwi Abdurrahman,lestari.dwi84.@icloud.com,66.0,,,2.0,Urban,22.0,Menikah,Full-time,5.0,Sewa,Apartemen,Perempuan,Mobil,60667.0
3777979255016177,Ika Zainal Qodrat,ika.zainal88@outlook.com,50.0,Sarjana,Pendidikan,2.0,Suburban,27.0,Menikah,Self-employed,7.0,Sewa,Rumah Susun,Laki-Laki,Mobil,66188.0
7115895547711855,Aira Tirta Tunggul,aira.tirta52@outlook.com,46.0,Sarjana,Teknologi,4.0,Urban,47.0,Bercerai,Part-time,4.0,Milik Sendiri,Apartemen,Laki-Laki,Transportasi Umum,68850.0
3364515501095612,Ovi Yulia Utomo,ovi.yulia23@outlook.com,33.0,Magister,Keuangan,1.0,Rural,13.0,Menikah,Full-time,5.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Mobil,66452.0
6934486091092244,Hana Zainal Harto,hana.zainal75@hotmail.com,,Sarjana,Teknologi,2.0,Rural,14.0,Lajang,Self-employed,4.0,Sewa,Rumah Tinggal,Laki-Laki,Transportasi Umum,8238244.0
3387440930900787,Hanif Bela Eka Putra,hanif.bela@outlook.com,,Magister,Teknologi,3.0,Rural,20.0,Menikah,Full-time,4.0,Sewa,Rumah Tinggal,Laki-Laki,Transportasi Umum,3584362.0
8639784437082301,Kartika Vicky Basuki,kartika.vicky@yahoo.com,24.0,Sarjana,Teknologi,2.0,Urban,0.0,Menikah,Part-time,7.0,Sewa,Apartemen,Perempuan,Mobil,73562.55171016503
5508937334009917,Indra Ria Setiawan,indra.ria71@hotmail.com,30.0,Sarjana,Keuangan,5.0,Urban,46.0,Menikah,Self-employed,7.0,Milik Sendiri,Rumah Tinggal,Perempuan,Bersepeda,1444277.0
5616578225450324,Oka Hendra Safitri,oka.hendra41@icloud.com,34.0,Magister,,4.0,,22.0,Lajang,Part-time,2.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Bersepeda,4370973.0
4184598560659198,Vina Gusti Dimas,vina.gusti@hotmail.com,67.0,Magister,Kesehatan,2.0,Rural,10.0,Menikah,Self-employed,,Milik Sendiri,Rumah Tinggal,Perempuan,Mobil,72104.0
9244911854820682,Ika Balqis Ibrahim,ika.balqis43.@gmail.com,26.0,Magister,Teknologi,3.0,Urban,48.0,Menikah,Self-employed,6.0,Milik Sendiri,Rumah Susun,Laki-Laki,Transportasi Umum,67874.0
2350084206442272,Joni Candra Qodrat,joni.candra76@outlook.com,52.0,Magister,Pendidikan,2.0,,20.0,Menikah,Full-time,5.0,Milik Sendiri,Apartemen,Perempuan,Bersepeda,70504.0
8129595495983654,Joni Satrio Utomo,joni.satrio@gmail.com,57.0,Sarjana,Lainnya,4.0,Urban,,Bercerai,Full-time,1.0,Milik Sendiri,Rumah Tinggal,Perempuan,Bersepeda,65766.0
8704001551147353,Andi Joko Nafian,andi.joko@hotmail.com,29.0,SMA,Keuangan,3.0,Urban,35.0,Lajang,Full-time,7.0,Milik Sendiri,Apartemen,Perempuan,,74444.63044592907
1068208628916656,Garin Gusti Eka Rachma,garin.gusti@outlook.com,37.0,,Teknologi,5.0,Urban,37.0,Lajang,Part-time,1.0,Milik Sendiri,Apartemen,Perempuan,Jalan Kaki,73162.0
4066333253765610,Indra Oktaviani Tjahjono,indra.oktaviani52@gmail.com,47.0,SMA,Pendidikan,2.0,Urban,19.0,Menikah,Full-time,7.0,Milik Sendiri,Rumah Susun,Perempuan,Transportasi Umum,72222.0
8968502029730117,Jaka Xena Pangestu,jaka.xena-@outlook.com,50.0,Sarjana,Teknologi,4.0,Urban,36.0,Lajang,Part-time,7.0,Milik Sendiri,Apartemen,Laki-Laki,Bersepeda,72964.0
7462432009513753,Dewi Candra Gunawan,dewi.candra24_@yahoo.com,24.0,Sarjana,Keuangan,3.0,Urban,27.0,,Full-time,4.0,Sewa,Rumah Tinggal,Laki-Laki,Transportasi Umum,66448.0
1482259940843708,Xandra Hadi Wijaya,xandra.hadi@gmail.com,32.0,Sarjana,Keuangan,5.0,Suburban,21.0,Lajang,Full-time,3.0,Milik Sendiri,Apartemen,Perempuan,Mobil,75446.0
5419817416719630,Hanif Mahmud Dimas,hanif.mahmud@icloud.com,60.0,SMA,Kesehatan,3.0,Urban,21.0,Menikah,Full-time,3.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Bersepeda,
6780737918747158,Ovi Kencana Safitri,ovi.kencana@yahoo.com,34.0,Sarjana,Keuangan,5.0,Urban,11.0,Menikah,Part-time,3.0,Sewa,Rumah Tinggal,Laki-Laki,Transportasi Umum,76933.0
7052321553330001,Xandra Ria Jatmiko,xandra.ria@gmail.com,60.0,,Pendidikan,4.0,Suburban,,Menikah,Part-time,7.0,Milik Sendiri,Rumah Susun,Laki-Laki,Mobil,3761922.0
9418615960660561,Yudha Langgeng Zulkarnaen,yudha.langgeng@icloud.com,31.0,SMA,Pendidikan,4.0,Urban,12.0,Lajang,Self-employed,,Milik Sendiri,Rumah Tinggal,Perempuan,Mobil,74210.0
4960275965489162,Cinta Hendra Eka Putra,cinta.hendra14@yahoo.com,18.0,Magister,,1.0,Urban,,Lajang,Part-time,3.0,Sewa,Rumah Tinggal,Perempuan,Transportasi Umum,148108.0
7690101118555544,Siska Joko Pangestu,siska.joko81@hotmail.com,66.0,Sarjana,Kesehatan,0.0,,44.0,Menikah,Full-time,4.0,Milik Sendiri,Rumah Susun,Laki-Laki,Mobil,591899.1834072635
5967363213915185,Indra Lita Santoso,indra.lita@gmail.com,34.0,SMA,Kesehatan,3.0,Urban,43.0,Lajang,Part-time,6.0,Sewa,Apartemen,Perempuan,Bersepeda,68906.0
1478761780119794,Budi Rafi Abdurrahman,budi.rafi46.@outlook.com,68.0,Sarjana,Teknologi,5.0,Rural,20.0,Lajang,Full-time,7.0,Milik Sendiri,Rumah Susun,Perempuan,Jalan Kaki,68160.0
1358522953939678,Joni Abdurrahman Baginda,joni.abdurrahman@hotmail.com,51.0,Magister,Keuangan,1.0,,25.0,Lajang,Self-employed,1.0,Milik Sendiri,Apartemen,Laki-Laki,Transportasi Umum,66680.0
2806695537327563,Cahya Damar Tunggul,cahya.damar35@hotmail.com,69.0,Magister,Teknologi,3.0,Urban,38.0,Menikah,Part-time,7.0,Sewa,Rumah Susun,Laki-Laki,Bersepeda,69572.0
7259818751473206,Kartika Langgeng Harto,kartika.langgeng86@gmail.com,35.0,SMA,Keuangan,,Urban,23.0,Menikah,Full-time,3.0,Milik Sendiri,Apartemen,Perempuan,Transportasi Umum,65358.0
3846926779599754,Siska Mahmud Mawardi,siska.mahmud55@icloud.com,36.0,,Lainnya,2.0,Urban,12.0,Menikah,Part-time,3.0,Milik Sendiri,Rumah Susun,Perempuan,Mobil,69208.0
4019265870134815,Agus Fitria Gandi,agus.fitria39@yahoo.com,67.0,SMA,Kesehatan,4.0,Urban,23.0,Menikah,Self-employed,6.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Jalan Kaki,73316.0
2078232556630290,Cahya Joko Tjahjono,cahya.joko95@gmail.com,66.0,Sarjana,Keuangan,5.0,Urban,50.0,Menikah,Full-time,2.0,Sewa,Rumah Susun,Laki-Laki,Bersepeda,70576.0
1816478981337058,Ovi Widi Bagus,ovi.widi46@hotmail.com,48.0,Sarjana,Teknologi,5.0,Urban,1.0,Lajang,Full-time,1.0,Sewa,Rumah Susun,Perempuan,Transportasi Umum,7819991.050725024
8011057102784704,Cahya Prasetyo Alfi,cahya.prasetyo.@gmail.com,51.0,Sarjana,Pendidikan,0.0,Urban,27.0,Menikah,Full-time,7.0,Milik Sendiri,Rumah Tinggal,Perempuan,Mobil,70850.0
4461859038684363,Siska Langgeng Laksana,siska.langgeng14@yahoo.com,41.0,SMA,Kesehatan,4.0,Urban,4.0,Lajang,Part-time,1.0,Sewa,Apartemen,Laki-Laki,Bersepeda,74402.0
4813163119320473,Kartika Gendis Nugroho,kartika.gendis22_@icloud.com,63.0,Sarjana,Teknologi,2.0,Rural,43.0,Lajang,Part-time,6.0,Milik Sendiri,Apartemen,Laki-Laki,Transportasi Umum,2775259.0
9095308520110145,Uli Prasetyo Dwianto,uli.prasetyo_@yahoo.com,27.0,,Lainnya,2.0,Suburban,16.0,Lajang,Part-time,2.0,Milik Sendiri,Rumah Susun,Perempuan,Bersepeda,7201289.0
9615964088810428,Ela Ria Tunggul,ela.ria55@gmail.com,46.0,,Lainnya,4.0,Urban,17.0,Menikah,Full-time,5.0,Milik Sendiri,Rumah Susun,Laki-Laki,Transportasi Umum,70286.0
5020103047769005,Dila Citra Tjahjono,dila.citra24@outlook.com,29.0,Sarjana,Kesehatan,5.0,Urban,6.0,Menikah,Full-time,4.0,Sewa,Apartemen,Laki-Laki,Jalan Kaki,2097868.0
5915715188344479,Cahya Widi Setiawan,cahya.widi44@gmail.com,27.0,SMA,Kesehatan,5.0,Urban,1.0,Menikah,Full-time,6.0,Sewa,Rumah Tinggal,Laki-Laki,Transportasi Umum,74488.0
8142010095036272,Wulan Ery Cahyo,wulan.ery_@outlook.com,28.0,SMA,Keuangan,4.0,Urban,27.0,Menikah,Self-employed,3.0,,Rumah Susun,Laki-Laki,Transportasi Umum,659147.0
9411046212913474,Yudha Ria Laksana,yudha.ria17-@hotmail.com,22.0,Sarjana,Kesehatan,0.0,Urban,28.0,Lajang,Self-employed,7.0,Milik Sendiri,Rumah Tinggal,Laki-Laki,Jalan Kaki,56204.15374102172
9421373683247149,Hanif Gusti Tunggul,hanif.gusti28@outlook.com,29.0,Magister,Teknologi,5.0,Urban,,Bercerai,Part-time,5.0,Sewa,Apartemen,Laki-Laki,,506664.0
